#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: Preprocess_ICArej_elist_bins
#  filename..................: Preprocess_ICArej_elist.set
#  filepath..................: D:\Cognitive sience\Summer404\EEGLAB\Assignment6\P3 Raw Data\sub-014\eeg
#  nchan.....................: 28
#  pnts......................: 86784
#  srate.....................: 256
#  nevents...................: 401
#  generated by (bdf)........: D:\Cognitive sience\Summer404\EEGLAB\Assignment6\P3 Raw Data\BDF_P3_response.txt
#  generated by (set)........: Preprocess_ICArej_elist_bins
#  reported in ..............: 
#  prog Version..............: 11.03
#  creation date.............: 27-Oct-2025 17:23:22
#  user Account..............: Documents
# 
#  Non-editable header end --------------------------------------------------------------------------------

	bin 1,	# 183,	correct                                                                                             
	bin 2,	# 17,	incorrect                                                                                           



# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (msec)     (msec)    (binary)   (binary)


1     	0     	    202	              ""	      0.9580	      0.00	    0.0	    00000000     00000000	   1	[       ]
2     	0     	     44	              ""	      5.1934	   4235.35	    0.0	    00000000     00000000	   1	[       ]
3     	0     	    201	              ""	      6.0625	    869.14	    0.0	    00000000     00000000	   1	[      1]
4     	0     	     45	              ""	      6.7754	    712.89	    0.0	    00000000     00000000	   1	[       ]
5     	0     	    201	              ""	      7.2539	    478.52	    0.0	    00000000     00000000	   1	[      1]
6     	0     	     42	              ""	      8.3750	   1121.09	    0.0	    00000000     00000000	   1	[       ]
7     	0     	    201	              ""	      8.7744	    399.41	    0.0	    00000000     00000000	   1	[      1]
8     	0     	     42	              ""	      9.9746	   1200.20	    0.0	    00000000     00000000	   1	[       ]
9     	0     	    201	              ""	     10.3584	    383.79	    0.0	    00000000     00000000	   1	[      1]
10    	0     	     45	              ""	     11.5742	   1215.82	    0.0	    00000000     00000000	   1	[       ]
11    	0     	    201	              ""	     11.9658	    391.60	    0.0	    00000000     00000000	   1	[      1]
12    	0     	     45	              ""	     13.1240	   1158.20	    0.0	    00000000     00000000	   1	[       ]
13    	0     	    201	              ""	     13.5020	    377.93	    0.0	    00000000     00000000	   1	[      1]
14    	0     	     43	              ""	     14.7061	   1204.10	    0.0	    00000000     00000000	   1	[       ]
15    	0     	    201	              ""	     15.1738	    467.77	    0.0	    00000000     00000000	   1	[      1]
16    	0     	     45	              ""	     16.2725	   1098.63	    0.0	    00000000     00000000	   1	[       ]
17    	0     	    201	              ""	     16.6543	    381.84	    0.0	    00000000     00000000	   1	[      1]
18    	0     	     44	              ""	     17.6885	   1034.18	    0.0	    00000000     00000000	   1	[       ]
19    	0     	    201	              ""	     18.2305	    541.99	    0.0	    00000000     00000000	   1	[      1]
20    	0     	     42	              ""	     19.2383	   1007.81	    0.0	    00000000     00000000	   1	[       ]
21    	0     	    201	              ""	     19.5664	    328.12	    0.0	    00000000     00000000	   1	[      1]
22    	0     	     42	              ""	     20.8379	   1271.48	    0.0	    00000000     00000000	   1	[       ]
23    	0     	    201	              ""	     21.1338	    295.90	    0.0	    00000000     00000000	   1	[      1]
24    	0     	     42	              ""	     22.3535	   1219.73	    0.0	    00000000     00000000	   1	[       ]
25    	0     	    201	              ""	     22.8779	    524.41	    0.0	    00000000     00000000	   1	[      1]
26    	0     	     44	              ""	     23.9365	   1058.59	    0.0	    00000000     00000000	   1	[       ]
27    	0     	    201	              ""	     24.3975	    460.94	    0.0	    00000000     00000000	   1	[      1]
28    	0     	     43	              ""	     25.3359	    938.48	    0.0	    00000000     00000000	   1	[       ]
29    	0     	    201	              ""	     25.6621	    326.17	    0.0	    00000000     00000000	   1	[      1]
30    	0     	     43	              ""	     26.8018	   1139.65	    0.0	    00000000     00000000	   1	[       ]
31    	0     	    201	              ""	     27.0781	    276.37	    0.0	    00000000     00000000	   1	[      1]
32    	0     	     42	              ""	     28.2852	   1207.03	    0.0	    00000000     00000000	   1	[       ]
33    	0     	    201	              ""	     28.7334	    448.24	    0.0	    00000000     00000000	   1	[      1]
34    	0     	     41	              ""	     29.7510	   1017.58	    0.0	    00000000     00000000	   1	[       ]
35    	0     	    201	              ""	     30.1016	    350.59	    0.0	    00000000     00000000	   1	[      1]
